NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
D0136720,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3693533,525823,04/02/2020 01:34:48 AM,04/02/2020 01:34:48 AM,04/02/2020 01:34:48 AM,04/02/2020 02:18:30 AM,NAT,Necessary Action Taken,Y,4I01,026XX General Meyer Ave,70114,4,POINT (-90.03027856 29.93946187)
D0136820,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3678986,551606,04/02/2020 01:36:58 AM,04/02/2020 01:39:06 AM,04/02/2020 01:43:10 AM,04/02/2020 02:25:09 AM,RTF,REPORT TO FOLLOW,N,3N01,015XX Gardena Dr,70122,3,POINT (-90.07531016 30.01080318)
D0136920,103F,FIGHT,2D,103F,FIGHT,2D,3677169,526358,04/02/2020 01:37:25 AM,04/02/2020 01:39:59 AM,04/02/2020 01:43:25 AM,04/02/2020 02:09:33 AM,NAT,Necessary Action Taken,N,6H02,016XX Simon Bolivar Ave,70113,6,POINT (-90.08192139 29.94143284)
D0137020,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3678464,528772,04/02/2020 01:37:40 AM,04/02/2020 01:37:40 AM,04/02/2020 01:37:40 AM,04/02/2020 02:22:22 AM,NAT,Necessary Action Taken,Y,8J01,007XX Loyola Ave,70113,8,POINT (-90.07774926 29.94803403)
D0137120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670373,553209,04/02/2020 01:38:51 AM,04/02/2020 01:38:51 AM,04/02/2020 01:38:55 AM,04/02/2020 02:13:11 AM,NAT,Necessary Action Taken,N,3J03,Marshal Foch St & Mouton St,70124,3,POINT (-90.10246833 30.01546758)
D0137220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669824,554229,04/02/2020 01:39:57 AM,04/02/2020 01:39:57 AM,04/02/2020 01:39:57 AM,04/02/2020 02:15:13 AM,NAT,Necessary Action Taken,Y,3J03,Memphis St & Conrad St,70124,3,POINT (-90.10416974 30.01828814)
D0137420,34C,AGGRAVATED BATTERY BY CUTTING,2D,21,COMPLAINT OTHER,1J,3675384,543722,04/02/2020 01:41:57 AM,04/02/2020 01:41:57 AM,04/02/2020 01:41:57 AM,04/02/2020 06:27:48 AM,RTF,REPORT TO FOLLOW,Y,3L01,Moss St & De Saix Blv,70119,3,POINT (-90.08696025 29.98923224)
D0137520,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3670152,536623,04/02/2020 01:42:44 AM,04/02/2020 01:42:44 AM,04/02/2020 01:42:51 AM,04/02/2020 01:42:56 AM,NAT,Necessary Action Taken,N,1L04,040XX D'Hemecourt St,70119,1,POINT (-90.10372842 29.9698693)
D0137720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3684472,542195,04/02/2020 01:55:53 AM,04/02/2020 01:55:53 AM,04/02/2020 01:55:53 AM,04/02/2020 03:08:08 AM,NAT,Necessary Action Taken,Y,5K01,Florida Ave & Elysian Fields Ave,70119,5,POINT (-90.05830808 29.98475994)
D0137820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668769,541944,04/02/2020 01:56:23 AM,04/02/2020 01:56:23 AM,04/02/2020 01:56:23 AM,04/02/2020 02:17:00 AM,NAT,Necessary Action Taken,Y,3I01,Rosedale Dr & Virginia St,70124,3,POINT (-90.10791634 29.98453924)
D0137920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3697139,526236,04/02/2020 01:57:53 AM,04/02/2020 02:05:35 AM,04/02/2020 02:08:25 AM,04/02/2020 02:30:09 AM,NAT,Necessary Action Taken,N,4K01,013XX Michael St,70114,4,POINT (-90.01887696 29.94048387)
D0138020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668081,539093,04/02/2020 01:58:52 AM,04/02/2020 01:58:52 AM,04/02/2020 02:02:54 AM,04/02/2020 02:50:33 AM,NAT,Necessary Action Taken,N,3D02,Banks St & S Bernadotte St,70119,3,POINT (-90.1101862 29.9767199)
D0138120,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3704497,561124,04/02/2020 02:00:08 AM,04/02/2020 02:00:08 AM,04/02/2020 02:00:15 AM,04/02/2020 02:21:54 AM,NAT,Necessary Action Taken,N,7O09,084XX Morrison Rd,70127,7,POINT (-89.99436113 30.0361781)
D0138220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3678028,521025,04/02/2020 02:01:23 AM,04/02/2020 02:01:23 AM,04/02/2020 02:01:23 AM,04/02/2020 03:23:20 AM,NAT,Necessary Action Taken,Y,6A05,Constance St & 2nd St,70130,6,POINT (-90.07939365 29.92674527)
D0138320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669089,554657,04/02/2020 02:02:08 AM,04/02/2020 02:02:08 AM,04/02/2020 02:02:13 AM,04/02/2020 02:20:17 AM,NAT,Necessary Action Taken,N,3F02,Canal Blvd & Robert E Lee Blvd,70124,3,POINT (-90.1064762 30.0194866)
D0138420,21J,MISSING JUVENILE,1C,21J,MISSING JUVENILE,1C,37369000,3513814,04/02/2020 02:06:24 AM,04/02/2020 02:10:10 AM,04/02/2020 02:14:13 AM,04/02/2020 03:22:00 AM,RTF,REPORT TO FOLLOW,N,6A06,023XX Chippewa St,70130,6,POINT (0 0)
D0138520,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3670152,536623,04/02/2020 02:06:34 AM,04/02/2020 02:06:34 AM,04/02/2020 02:06:46 AM,04/02/2020 02:52:18 AM,NAT,Necessary Action Taken,N,1L04,040XX D'Hemecourt St,70119,1,POINT (-90.10372842 29.9698693)
D0138720,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3681978,542098,04/02/2020 02:07:29 AM,,,04/02/2020 02:39:09 AM,VOI,VOID,N,5K03,026XX New Orleans St,70119,5,POINT (-90.06619158 29.98456821)
D0138820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3678713,522897,04/02/2020 02:08:40 AM,04/02/2020 02:08:40 AM,04/02/2020 02:08:40 AM,04/02/2020 03:31:00 AM,NAT,Necessary Action Taken,Y,6E01,Josephine St & Chestnut S,70130,6,POINT (-90.07716862 29.9318723)
D0138920,62B,BUSINESS BURGLARY,2C,62A,"BURGLAR ALARM, SILENT",2E,3662543,529110,04/02/2020 02:10:00 AM,04/02/2020 02:11:05 AM,04/02/2020 02:13:01 AM,04/02/2020 04:06:56 AM,RTF,REPORT TO FOLLOW,N,2K03,014XX S Carrollton Ave,70118,2,POINT (-90.12800998 29.94943136)
D0139020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3672656,528038,04/02/2020 02:10:04 AM,04/02/2020 02:10:04 AM,04/02/2020 02:10:04 AM,04/02/2020 03:17:51 AM,NAT,Necessary Action Taken,Y,6K01,S Johnson St & 4th St,70125,6,POINT (-90.09611339 29.94618703)
D0139120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681522,532298,04/02/2020 02:10:49 AM,04/02/2020 02:10:49 AM,,04/02/2020 02:11:04 AM,NAT,Necessary Action Taken,N,8D03,Dauphine St & Saint Louis St,70112,8,POINT (-90.06797238 29.95763542)
C3690520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,0,0,03/31/2020 01:34:58 AM,03/31/2020 01:34:58 AM,03/31/2020 01:34:58 AM,03/31/2020 01:41:30 AM,NAT,Necessary Action Taken,Y,None,Esplanade Ave & Broad Ave,None,0,POINT (0 0)
D0139220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669435,549984,04/02/2020 02:13:19 AM,04/02/2020 02:13:19 AM,04/02/2020 02:13:26 AM,04/02/2020 02:54:35 AM,NAT,Necessary Action Taken,N,3J01,Memphis St & Bragg St,70124,3,POINT (-90.10554126 30.0066266)
D0139320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3677626,523375,04/02/2020 02:14:00 AM,04/02/2020 02:14:00 AM,04/02/2020 02:14:00 AM,04/02/2020 03:22:21 AM,NAT,Necessary Action Taken,Y,6D03,Approx Loc: 015XX Jackson Ave,70130,6,POINT (-90.08058333 29.93321833)
D0139420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3697984,520485,04/02/2020 02:14:06 AM,04/02/2020 02:14:06 AM,04/02/2020 02:14:15 AM,04/02/2020 03:54:13 AM,NAT,Necessary Action Taken,N,4J01,Mercedes Blvd & Macarthur Blvd,70114,4,POINT (-90.01641916 29.92464256)
D0139520,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3674074,539269,04/02/2020 02:15:32 AM,04/02/2020 02:15:32 AM,04/02/2020 02:15:32 AM,04/02/2020 02:22:34 AM,NAT,Necessary Action Taken,Y,1M01,008XX Wilson Dr,70119,1,POINT (-90.09125293 29.97702812)
D0139620,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3674520,527889,04/02/2020 02:15:51 AM,04/02/2020 02:17:41 AM,,04/02/2020 02:17:48 AM,NAT,Necessary Action Taken,N,6L01,021XX S Claiborne Ave,70125,6,POINT (-90.09023454 29.9457222)
D0139820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670560,551867,04/02/2020 02:17:39 AM,04/02/2020 02:17:39 AM,04/02/2020 02:17:46 AM,04/02/2020 02:45:19 AM,NAT,Necessary Action Taken,N,3J01,Argonne Blvd & Filmore Ave,70124,3,POINT (-90.10192295 30.01177125)
D0139920,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667130,544676,04/02/2020 02:17:47 AM,04/02/2020 02:17:47 AM,04/02/2020 02:17:47 AM,04/02/2020 02:46:28 AM,NAT,Necessary Action Taken,Y,3E01,Homedale St & Rosemary Pl,70124,3,POINT (-90.11300159 29.99209932)
D0140020,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3692083,537142,04/02/2020 02:20:38 AM,04/02/2020 02:20:38 AM,04/02/2020 02:20:44 AM,04/02/2020 03:10:58 AM,NAT,Necessary Action Taken,N,5D03,039XX N Claiborne Ave,70117,5,POINT (-90.03445086 29.97062974)
D0140120,35,SIMPLE BATTERY,2A,37,AGGRAVATED ASSAULT,2E,3690227,522940,04/02/2020 02:23:06 AM,04/02/2020 02:33:33 AM,04/02/2020 02:51:35 AM,04/02/2020 02:58:30 AM,DUP,DUPLICATE,N,4B01,020XX Wagner St,70114,4,POINT (-90.0408179 29.93163686)
D0140220,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3681402,551641,04/02/2020 02:23:50 AM,04/02/2020 02:24:47 AM,04/02/2020 02:35:03 AM,04/02/2020 02:48:24 AM,DUP,DUPLICATE,N,3Q02,051XX Wickfield Dr,70122,3,POINT (-90.06767569 30.01082642)
D0140320,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3706614,562223,04/02/2020 02:25:37 AM,04/02/2020 02:25:37 AM,04/02/2020 02:25:37 AM,04/02/2020 02:49:38 AM,NAT,Necessary Action Taken,Y,7P03,092XX Morrison Rd,70127,7,POINT (-89.9876303 30.0391318)
D0140420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667846,552117,04/02/2020 02:30:30 AM,04/02/2020 02:30:30 AM,04/02/2020 02:31:11 AM,04/02/2020 02:48:33 AM,NAT,Necessary Action Taken,N,3F01,Colbert St & Filmore Ave,70124,3,POINT (-90.11048878 30.01253915)
D0140520,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3684742,541421,04/02/2020 02:30:45 AM,04/02/2020 02:30:45 AM,04/02/2020 02:30:45 AM,04/02/2020 03:41:58 AM,NAT,Necessary Action Taken,Y,5L03,024XX Elysian Fields Ave,70117,5,POINT (-90.05748252 29.98262317)
D0140620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3715206,555838,04/02/2020 02:31:39 AM,04/02/2020 02:31:39 AM,,04/02/2020 02:41:48 AM,NAT,Necessary Action Taken,N,7J03,107XX Chef Menteur Hwy,70127,7,POINT (-89.9607202 30.02129486)
D0140720,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667513,522262,04/02/2020 02:34:59 AM,04/02/2020 02:34:59 AM,04/02/2020 02:34:59 AM,04/02/2020 02:44:23 AM,NAT,Necessary Action Taken,Y,2I01,Danneel St & Jefferson Ave,70115,2,POINT (-90.11254487 29.93045843)
D0140820,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,2C,37369000,3513814,04/02/2020 02:38:06 AM,04/02/2020 02:46:30 AM,04/02/2020 02:50:31 AM,04/02/2020 03:45:55 AM,NAT,Necessary Action Taken,N,3Y02,039XX Fairmont Dr,70122,3,POINT (0 0)
D0140920,21,COMPLAINT OTHER,1J,TS,TRAFFIC STOP,1J,37369000,3513814,04/02/2020 02:38:50 AM,04/02/2020 02:38:50 AM,04/02/2020 02:38:50 AM,04/02/2020 02:39:45 AM,NAT,Necessary Action Taken,Y,5G01,Approx Loc: 016XX Elysian Fields Ave,70117,0,POINT (0 0)
D0141020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681856,530235,04/02/2020 02:40:03 AM,04/02/2020 02:40:03 AM,04/02/2020 02:40:03 AM,04/02/2020 03:02:44 AM,NAT,Necessary Action Taken,Y,8B01,001XX Decatur St,70130,8,POINT (-90.06699095 29.95195293)
D0141120,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3681867,531483,04/02/2020 02:40:30 AM,04/02/2020 02:40:30 AM,04/02/2020 02:40:30 AM,04/02/2020 02:42:01 AM,NAT,Necessary Action Taken,Y,8C02,003XX Royal St,70130,8,POINT (-90.06691051 29.95538535)
D0141220,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3711602,554877,04/02/2020 02:41:52 AM,04/02/2020 02:41:52 AM,04/02/2020 02:42:00 AM,04/02/2020 02:49:02 AM,NAT,Necessary Action Taken,N,7H03,097XX Chef Menteur Hwy,70127,7,POINT (-89.97214232 30.01877253)
D0141320,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,04/02/2020 02:42:38 AM,04/02/2020 02:43:36 AM,04/02/2020 02:48:09 AM,04/02/2020 02:54:19 AM,NAT,Necessary Action Taken,N,2K02,017XX Monroe St,70118,2,POINT (0 0)
D0141420,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3672112,534974,04/02/2020 02:43:16 AM,04/02/2020 02:43:16 AM,04/02/2020 02:43:16 AM,04/02/2020 02:58:37 AM,NAT,Necessary Action Taken,Y,1L02,033XX Tulane Ave,70119,1,POINT (-90.09759424 29.96527513)
D0141520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3710998,554428,04/02/2020 02:49:09 AM,04/02/2020 02:49:09 AM,,04/02/2020 03:03:53 AM,NAT,Necessary Action Taken,N,7H03,095XX Chef Menteur Hwy,70127,7,POINT (-89.97406756 30.01755792)
D0141620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3674809,534468,04/02/2020 02:51:53 AM,04/02/2020 02:51:53 AM,04/02/2020 02:51:53 AM,04/02/2020 02:55:00 AM,NAT,Necessary Action Taken,Y,1L01,027XX Palmyra St,70119,1,POINT (-90.08909471 29.96380354)
D0141720,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3669667,540046,04/02/2020 02:52:26 AM,04/02/2020 02:52:26 AM,04/02/2020 02:52:26 AM,04/02/2020 03:16:56 AM,NAT,Necessary Action Taken,Y,3H01,046XX Iberville St,70119,3,POINT (-90.10514428 29.97929422)
D0141820,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3701905,518046,04/02/2020 02:53:57 AM,04/02/2020 02:56:15 AM,04/02/2020 03:06:08 AM,04/02/2020 03:26:52 AM,GOA,GONE ON ARRIVAL,N,4D02,035XX Lang St,70131,4,POINT (-90.00413064 29.91781253)
D0141920,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3700701,517876,04/02/2020 02:55:28 AM,04/02/2020 02:55:28 AM,04/02/2020 02:55:33 AM,04/02/2020 03:52:18 AM,NAT,Necessary Action Taken,N,4D01,046XX General De Gaulle Dr,70131,4,POINT (-90.0079392 29.9173826)
D0142020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3711575,562109,04/02/2020 02:56:36 AM,04/02/2020 02:56:36 AM,04/02/2020 02:56:36 AM,04/02/2020 03:47:57 AM,NAT,Necessary Action Taken,Y,7I03,Approx Loc: 101XX S I-10 Service Rd,70127,7,POINT (-89.971955 30.03865667)
D0142120,29,DEATH,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3705082,515302,04/02/2020 02:57:16 AM,04/02/2020 03:11:51 AM,04/02/2020 03:26:02 AM,04/02/2020 05:12:42 AM,RTF,REPORT TO FOLLOW,N,4D02,042XX Woodland Dr,70131,4,POINT (-89.99420302 29.91016505)
D0142220,21,COMPLAINT OTHER,1J,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3683791,538844,04/02/2020 02:57:35 AM,04/02/2020 03:08:17 AM,04/02/2020 03:08:28 AM,04/02/2020 05:10:45 AM,NAT,Necessary Action Taken,N,5A03,019XX N Roman St,70116,5,POINT (-90.0605762 29.97556597)
D0142320,21,COMPLAINT OTHER,1J,911,SILENT 911 CALL,2F,3674663,534363,04/02/2020 02:58:26 AM,04/02/2020 02:59:37 AM,04/02/2020 03:01:38 AM,04/02/2020 03:12:31 AM,NAT,Necessary Action Taken,N,1L01,003XX S Broad St,70119,1,POINT (-90.08956026 29.96352053)
D0142420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3660387,529805,04/02/2020 03:00:24 AM,04/02/2020 03:00:24 AM,04/02/2020 03:00:24 AM,04/02/2020 04:10:26 AM,NAT,Necessary Action Taken,Y,2K01,Oak St & Monroe St,70118,2,POINT (-90.13479354 29.9514045)
D0142520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3684718,533705,04/02/2020 03:02:52 AM,04/02/2020 03:02:52 AM,04/02/2020 03:02:52 AM,04/02/2020 03:48:10 AM,NAT,Necessary Action Taken,Y,8E03,004XX Esplanade Ave,70116,8,POINT (-90.05783046 29.961406)
D0142620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3695916,554518,04/02/2020 03:04:01 AM,04/02/2020 03:04:01 AM,04/02/2020 03:04:01 AM,04/02/2020 03:20:54 AM,NAT,Necessary Action Taken,Y,7A02,Downman Rd & Dwyer Rd,70126,7,POINT (-90.02171859 30.0182882)
D0142820,67,THEFT,1G,64,ARMED ROBBERY,2C,3682089,534620,04/02/2020 03:04:33 AM,04/02/2020 03:19:15 AM,04/02/2020 03:24:23 AM,04/02/2020 04:41:02 AM,RTF,REPORT TO FOLLOW,N,1F02,011XX Ursulines Ave,70116,1,POINT (-90.06610165 29.96400323)
D0142920,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669139,523201,04/02/2020 03:04:48 AM,04/02/2020 03:04:48 AM,04/02/2020 03:04:48 AM,04/02/2020 04:04:30 AM,NAT,Necessary Action Taken,Y,2I02,Upperline St & S Liberty St,70115,2,POINT (-90.10738074 29.93299241)
D0143020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681215,527732,04/02/2020 03:05:57 AM,04/02/2020 03:05:57 AM,04/02/2020 03:05:57 AM,04/02/2020 03:35:12 AM,NAT,Necessary Action Taken,Y,8G01,008XX Magazine St,70130,8,POINT (-90.06910189 29.94509133)
D0143120,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3690420,541655,04/02/2020 03:10:07 AM,04/02/2020 03:11:11 AM,04/02/2020 03:16:30 AM,04/02/2020 03:30:21 AM,GOA,GONE ON ARRIVAL,N,5M04,Clouet St & Law St,70117,5,POINT (-90.03954119 29.98309181)
D0143220,37,AGGRAVATED ASSAULT,2E,21,COMPLAINT OTHER,1J,3670399,525796,04/02/2020 03:11:43 AM,04/02/2020 03:31:03 AM,04/02/2020 03:40:29 AM,04/02/2020 06:56:05 AM,RTF,REPORT TO FOLLOW,N,2O01,S Claiborne Ave & Napoleon Ave,70125,2,POINT (-90.10331723 29.94008912)
D0143320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667645,554049,04/02/2020 03:12:44 AM,04/02/2020 03:12:44 AM,04/02/2020 03:12:44 AM,04/02/2020 03:30:59 AM,NAT,Necessary Action Taken,Y,3F02,Milne Blvd & Walker St,70124,3,POINT (-90.11106048 30.01785705)
D0143420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668593,549243,04/02/2020 03:13:10 AM,04/02/2020 03:13:10 AM,04/02/2020 03:13:10 AM,04/02/2020 03:57:47 AM,NAT,Necessary Action Taken,Y,3E02,Canal Blvd & Harrison Ave,70124,3,POINT (-90.10822638 30.00461444)
D0143520,52F,FIRE,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3689790,540915,04/02/2020 03:15:47 AM,04/02/2020 03:16:23 AM,04/02/2020 03:43:03 AM,04/02/2020 05:09:42 AM,NAT,Necessary Action Taken,N,5M03,030XX N Rocheblave St,70117,5,POINT (-90.0415578 29.98107483)
D0143620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668964,538424,04/02/2020 03:17:02 AM,04/02/2020 03:17:02 AM,04/02/2020 03:17:02 AM,04/02/2020 04:07:37 AM,NAT,Necessary Action Taken,Y,3D02,Banks St & S Murat St,70119,3,POINT (-90.10741906 29.97485442)
D0143720,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3669667,540046,04/02/2020 03:17:21 AM,04/02/2020 03:17:21 AM,04/02/2020 03:17:21 AM,04/02/2020 03:27:31 AM,NAT,Necessary Action Taken,Y,3H01,046XX Iberville St,70119,3,POINT (-90.10514428 29.97929422)
D0143820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673320,529970,04/02/2020 03:18:06 AM,04/02/2020 03:18:06 AM,04/02/2020 03:18:06 AM,04/02/2020 03:21:57 AM,NAT,Necessary Action Taken,Y,6M03,S Tonti St & Erato St,70125,6,POINT (-90.09395167 29.9514812)
D0143920,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3674319,530189,04/02/2020 03:18:24 AM,04/02/2020 03:18:24 AM,04/02/2020 03:18:24 AM,04/02/2020 04:01:19 AM,NAT,Necessary Action Taken,Y,6L01,S Galvez St & Earhart Blvd,70125,6,POINT (-90.09078943 29.95205261)
D0144020,35D,SIMPLE BATTERY DOMESTIC,2C,21,COMPLAINT OTHER,2A,3680497,520640,04/02/2020 03:19:11 AM,04/02/2020 03:22:16 AM,04/02/2020 03:26:07 AM,04/02/2020 06:45:33 AM,RTF,REPORT TO FOLLOW,N,6B02,005XX Josephine St,70130,6,POINT (-90.07161263 29.92561116)
D0144120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679731,528746,04/02/2020 03:20:49 AM,04/02/2020 03:20:49 AM,04/02/2020 03:20:49 AM,04/02/2020 04:13:34 AM,NAT,Necessary Action Taken,Y,8H01,Girod St & Baronne St,70113,8,POINT (-90.07375108 29.94792345)
D0144220,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3704935,558296,04/02/2020 03:21:09 AM,04/02/2020 03:21:09 AM,,04/02/2020 03:35:23 AM,NAT,Necessary Action Taken,N,7Q03,057XX Crowder Blvd,70126,7,POINT (-89.99307969 30.02838939)
D0144320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3666545,552275,04/02/2020 03:22:45 AM,04/02/2020 03:22:45 AM,04/02/2020 03:22:45 AM,04/02/2020 03:50:44 AM,NAT,Necessary Action Taken,Y,3F02,Approx Loc: Filmore Ave,70124,3,POINT (-90.11459333 30.01301167)
D0144420,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3704592,518075,04/02/2020 03:22:54 AM,04/02/2020 03:23:32 AM,04/02/2020 03:28:06 AM,04/02/2020 03:52:06 AM,NAT,Necessary Action Taken,N,4D02,056XX Berkley Dr,70131,4,POINT (-89.99564915 29.91780789)
D0144520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3686135,529110,04/02/2020 03:27:23 AM,04/02/2020 03:27:23 AM,04/02/2020 03:27:23 AM,04/02/2020 04:36:07 AM,NAT,Necessary Action Taken,Y,4F02,002XX Opelousas Ave,70114,4,POINT (-90.05351782 29.94872866)
D0144620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667139,520567,04/02/2020 03:28:46 AM,04/02/2020 03:28:46 AM,04/02/2020 03:28:46 AM,04/02/2020 04:28:55 AM,NAT,Necessary Action Taken,Y,2F02,Jefferson Ave & Pitt St,70115,2,POINT (-90.11378374 29.92580746)
D0144720,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3668051,541551,04/02/2020 03:29:09 AM,04/02/2020 03:29:43 AM,04/02/2020 03:33:23 AM,04/02/2020 03:44:30 AM,NAT,Necessary Action Taken,N,3I01,051XX Canal Blvd,70124,3,POINT (-90.11019738 29.98348008)
D0144820,63,PROWLER,2E,63,PROWLER,2E,3681166,529725,04/02/2020 03:33:54 AM,04/02/2020 03:35:08 AM,04/02/2020 03:36:08 AM,04/02/2020 04:13:36 AM,GOA,GONE ON ARRIVAL,N,8G04,003XX Camp St,70130,8,POINT (-90.06918609 29.95057202)
D0144920,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3709500,558782,04/02/2020 03:40:53 AM,04/02/2020 03:40:53 AM,,04/02/2020 03:41:07 AM,NAT,Necessary Action Taken,N,7R05,098XX Lake Forest Blvd,70127,7,POINT (-89.97863745 30.02957832)
D0145020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668570,552714,04/02/2020 03:44:50 AM,04/02/2020 03:44:50 AM,04/02/2020 03:44:58 AM,04/02/2020 04:22:18 AM,NAT,Necessary Action Taken,N,3F02,Louis Xiv St & Chapelle St,70124,3,POINT (-90.1081821 30.01416053)
D0145120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3708976,563632,04/02/2020 03:47:18 AM,04/02/2020 03:47:18 AM,04/02/2020 03:47:26 AM,04/02/2020 04:01:41 AM,NAT,Necessary Action Taken,N,7P06,Read Blvd & Morrison Rd,70127,7,POINT (-89.98011324 30.04292901)
D0145220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,0,0,04/02/2020 03:48:51 AM,04/02/2020 03:48:51 AM,04/02/2020 03:48:51 AM,04/02/2020 04:51:56 AM,NAT,Necessary Action Taken,Y,1M03,Approx Loc: 036XX Canal St,None,0,POINT (0 0)
D0145320,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3696164,520865,04/02/2020 03:49:06 AM,04/02/2020 03:49:06 AM,04/02/2020 03:49:06 AM,04/02/2020 05:22:42 AM,NAT,Necessary Action Taken,Y,4J01,035XX General De Gaulle Dr,70114,4,POINT (-90.02215173 29.92574553)
D0145420,21,COMPLAINT OTHER,1J,62A,"BURGLAR ALARM, SILENT",2E,37369000,3513814,04/02/2020 03:50:26 AM,04/02/2020 03:50:26 AM,04/02/2020 03:54:57 AM,04/02/2020 04:01:36 AM,NAT,Necessary Action Taken,N,7P06,073XX Read Blvd,None,0,POINT (0 0)
